name:keypoints_y:keypoints_x
0178_c3s1_036426_03.jpg: [14, 24, 24, 46, 61, 24, -1, -1, 66, 88, 104, 66, 90, 118, 12, -1, 10, -1]: [41, 19, 30, 35, 46, 6, -1, -1, 29, 54, 14, 14, 41, 37, 40, -1, 37, -1]
0565_c5s2_113552_02.jpg: [6, 25, 24, 41, 44, 26, -1, -1, 66, 90, 113, 66, 93, -1, 3, -1, 6, -1]: [45, 37, 28, 18, 37, 47, -1, -1, 36, 29, 18, 50, 62, -1, 42, -1, 37, -1]
0241_c2s1_059721_01.jpg: [-1, 26, 24, -1, -1, 28, 45, -1, 59, 86, 113, 61, 87, 117, -1, -1, -1, 14]: [-1, 33, 48, -1, -1, 18, 11, -1, 46, 29, 28, 29, 36, 48, -1, -1, -1, 20]
0666_c3s2_042512_02.jpg: [12, 25, 24, -1, -1, 25, 48, 42, 65, 95, -1, 65, 92, 121, -1, 9, -1, 11]: [16, 38, 45, -1, -1, 31, 20, 11, 54, 54, -1, 36, 8, 30, -1, 18, -1, 27]
0195_c6s1_037801_01.jpg: [13, 27, 26, 41, 54, 27, 44, 56, 59, 86, 108, 61, 87, 106, 10, 11, 13, 13]: [35, 34, 22, 15, 11, 45, 50, 44, 20, 20, 19, 36, 36, 38, 32, 37, 28, 41]
0158_c1s1_028301_01.jpg: [-1, 31, 31, 56, 73, 32, -1, -1, 73, 100, -1, 73, 105, -1, -1, -1, 17, -1]: [-1, 27, 36, 36, 48, 17, -1, -1, 30, 47, -1, 19, 34, -1, -1, -1, 39, -1]
0648_c6s2_028518_02.jpg: [-1, 25, 26, 45, 60, 23, 41, -1, 59, 80, 96, 57, 81, 104, -1, -1, -1, -1]: [-1, 31, 44, 48, 51, 17, 6, -1, 36, 36, 29, 19, 21, 21, -1, -1, -1, -1]
0565_c1s4_052581_02.jpg: [-1, 27, 26, -1, -1, 28, 45, 62, 60, 91, -1, 61, 86, 115, -1, -1, -1, 10]: [-1, 39, 48, -1, -1, 33, 28, 26, 52, 52, -1, 37, 28, 28, -1, -1, -1, 35]
0272_c6s1_057376_02.jpg: [15, 25, 26, -1, -1, 25, 41, 48, 61, 90, 112, 61, 90, 115, -1, 12, -1, 12]: [17, 33, 27, -1, -1, 39, 48, 48, 25, 31, 42, 32, 30, 29, -1, 20, -1, 29]
0308_c1s2_033191_01.jpg: [-1, 26, 26, -1, -1, 26, 43, 49, 60, 90, 119, 59, 89, 117, -1, 14, -1, 15]: [-1, 37, 24, -1, -1, 48, 47, 31, 28, 31, 32, 45, 43, 51, -1, 32, -1, 38]
0780_c5s2_127824_11.jpg: [11, 26, 26, 46, 51, 25, -1, -1, 68, 96, -1, 65, 86, 120, 8, -1, 11, -1]: [35, 21, 15, 21, 44, 27, -1, -1, 24, 25, -1, 36, 56, 63, 32, -1, 21, -1]
0241_c6s1_050826_03.jpg: [-1, 26, 27, 45, 62, 24, 42, -1, 58, 84, 111, 58, 85, 113, -1, -1, -1, -1]: [-1, 28, 43, 51, 54, 14, 1, -1, 37, 35, 29, 20, 28, 36, -1, -1, -1, -1]
0536_c5s1_151395_03.jpg: [14, 27, 30, 47, 61, 24, 45, -1, 63, 87, 111, 62, 86, 112, 12, 11, -1, 11]: [17, 31, 21, 21, 16, 40, 62, -1, 34, 42, 55, 45, 24, 33, 15, 19, -1, 26]
1240_c1s5_047291_03.jpg: [20, 26, 27, 43, 54, 26, 47, 57, 65, 89, 121, 65, 90, -1, -1, 17, -1, 14]: [18, 31, 19, 16, 11, 43, 41, 21, 24, 14, 19, 43, 49, -1, -1, 19, -1, 27]
1129_c2s3_076302_03.jpg: [14, 23, 25, 47, 63, 21, 40, 60, 66, -1, -1, 64, 94, -1, 11, 11, 9, -1]: [37, 29, 14, 6, 2, 45, 55, 61, 25, -1, -1, 46, 51, -1, 34, 39, 26, -1]
0711_c6s2_079468_01.jpg: [12, 25, 24, 36, 22, 25, 42, -1, 60, 89, 119, 60, 87, 105, 9, 9, -1, 11]: [27, 34, 22, 2, 17, 48, 60, -1, 23, 21, 30, 41, 34, 49, 26, 30, -1, 38]
1321_c6s3_059592_03.jpg: [-1, 27, 29, 41, -1, 25, 37, 50, 61, 86, 109, 59, 84, 109, -1, -1, 11, 9]: [-1, 39, 52, 59, -1, 26, 13, 11, 41, 35, 26, 24, 20, 17, -1, -1, 48, 36]
0941_c5s2_118349_01.jpg: [-1, 25, 24, 35, -1, 26, 39, -1, 66, 89, 110, 68, 92, 111, -1, -1, 11, 11]: [-1, 30, 47, 63, -1, 13, 0, -1, 44, 35, 36, 24, 28, 48, -1, -1, 38, 22]
0208_c6s1_045176_01.jpg: [9, 23, 22, 40, 56, 24, 25, 12, 57, 82, 112, 58, 87, 113, 6, 7, 7, 9]: [34, 33, 18, 11, 2, 48, 63, 49, 22, 19, 16, 39, 33, 31, 31, 37, 27, 43]
0110_c3s1_018226_01.jpg: [11, 25, 29, 49, 58, 21, 37, 53, 64, 87, 113, 63, 88, 112, 9, 7, -1, 8]: [20, 30, 15, 13, 14, 46, 57, 56, 24, 25, 25, 45, 51, 52, 18, 23, -1, 32]
0730_c6s2_102043_03.jpg: [11, 27, 28, 51, 58, 25, 41, 40, 84, 120, -1, 84, 121, -1, 8, -1, 10, -1]: [51, 33, 22, 9, 35, 44, 52, 57, 24, 17, -1, 42, 42, -1, 49, -1, 40, -1]
1407_c6s3_073142_02.jpg: [-1, 22, 22, 38, 48, 22, 39, 53, 53, 75, 84, 53, 76, 91, -1, -1, -1, 11]: [-1, 30, 43, 49, 45, 18, 15, 12, 38, 36, 36, 22, 20, 24, -1, -1, -1, 20]
0685_c3s2_049212_01.jpg: [12, 25, 25, 48, -1, 25, 48, 63, 70, 98, 122, 70, 97, 118, -1, 10, -1, 10]: [23, 42, 54, 59, -1, 31, 23, 4, 50, 37, 46, 32, 13, 42, -1, 24, -1, 30]
0788_c2s2_081007_01.jpg: [20, 25, 25, 44, 31, 26, 45, 63, 65, 91, 123, 67, 96, 123, 17, 17, 15, 16]: [33, 31, 14, 9, 25, 47, 51, 57, 18, 28, 21, 37, 38, 32, 30, 37, 25, 42]
0361_c5s1_083773_01.jpg: [8, 26, 27, 50, 67, 25, 45, -1, 65, 88, 117, 64, 88, 105, 6, 5, 9, -1]: [35, 29, 13, 5, 0, 45, 58, -1, 26, 39, 46, 45, 43, 20, 30, 36, 20, -1]
1304_c6s3_055042_01.jpg: [12, 25, 25, 44, 59, 24, 46, 56, 64, 91, 118, 65, 90, 105, 10, 9, -1, 9]: [20, 28, 15, 12, 10, 41, 48, 33, 16, 14, 16, 34, 35, 49, 18, 23, -1, 32]
1336_c6s3_069392_01.jpg: [11, 26, 26, 43, 60, 25, 42, 60, 66, 97, 120, 65, 91, 116, 8, 8, 9, -1]: [34, 29, 13, 5, 7, 45, 52, 58, 21, 20, 26, 42, 44, 39, 30, 36, 22, -1]
0628_c2s2_047112_01.jpg: [-1, 36, 36, 54, -1, 36, 51, 63, 66, 90, 109, 65, 91, 115, -1, -1, -1, -1]: [-1, 39, 51, 56, -1, 28, 20, 16, 49, 42, 54, 34, 30, 33, -1, -1, -1, -1]
0282_c6s1_062151_01.jpg: [11, 25, 24, 42, 58, 25, 44, 62, 58, 85, 106, 59, 86, 110, 9, 9, 10, 10]: [37, 34, 20, 12, 4, 47, 51, 53, 22, 19, 22, 39, 34, 28, 34, 40, 28, 43]
0266_c6s1_057501_02.jpg: [-1, 20, 21, -1, -1, 20, 41, 54, 61, 88, 116, 60, 91, 108, -1, -1, -1, 3]: [-1, 37, 46, -1, -1, 28, 25, 18, 41, 20, 20, 29, 24, 50, -1, -1, -1, 27]
0148_c3s1_023001_04.jpg: [14, 24, 25, 38, -1, 23, 35, -1, -1, -1, -1, -1, -1, -1, 11, 11, 13, -1]: [35, 32, 21, 14, -1, 45, 60, -1, -1, -1, -1, -1, -1, -1, 33, 37, 27, -1]
0589_c1s3_035076_02.jpg: [13, 23, 21, -1, -1, 24, 44, 58, 61, 91, 114, 62, 88, 112, -1, 10, -1, 10]: [19, 36, 44, -1, -1, 28, 29, 19, 45, 54, 60, 31, 22, 22, -1, 19, -1, 25]
0403_c3s1_100142_02.jpg: [-1, 26, 24, 38, -1, 29, -1, -1, 63, 91, 114, 64, 91, 114, 8, -1, 11, 17]: [-1, 30, 45, 61, -1, 17, -1, -1, 40, 45, 36, 22, 33, 35, 43, -1, 35, 16]
0367_c4s2_013517_02.jpg: [-1, 25, 25, 47, 67, 26, -1, -1, 63, -1, -1, -1, -1, -1, -1, -1, 16, -1]: [-1, 30, 27, 27, 29, 32, -1, -1, 19, -1, -1, -1, -1, -1, -1, -1, 41, -1]
0482_c3s1_125333_02.jpg: [14, 26, 26, -1, -1, 25, 42, 55, 62, 87, 111, 62, 85, 107, 11, 10, -1, 11]: [21, 32, 19, -1, -1, 47, 57, 59, 24, 22, 26, 43, 48, 55, 18, 24, -1, 31]
0953_c1s4_059761_08.jpg: [-1, 31, 31, -1, -1, 31, 41, -1, 66, 88, 107, 67, 89, 109, -1, -1, -1, 20]: [-1, 30, 38, -1, -1, 20, 4, -1, 38, 33, 32, 23, 26, 31, -1, -1, -1, 20]
0842_c5s2_108102_04.jpg: [12, 24, 24, -1, -1, 23, -1, -1, -1, -1, -1, -1, -1, -1, -1, 9, -1, 8]: [3, 16, 8, -1, -1, 25, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, -1, 14]
0234_c2s3_073227_03.jpg: [14, 26, 27, 45, 58, 25, 42, -1, 71, 99, 121, 70, 91, 110, 11, 10, 12, -1]: [44, 36, 24, 10, 0, 48, 57, -1, 32, 51, 63, 41, 22, 8, 41, 45, 30, -1]
0733_c1s4_003131_01.jpg: [-1, 23, 23, 44, 64, 22, 41, 58, 62, 91, 118, 61, 88, 111, -1, -1, 14, -1]: [-1, 29, 42, 46, 53, 15, 7, 5, 34, 34, 26, 16, 30, 15, -1, -1, 45, -1]
0525_c2s2_005512_01.jpg: [-1, 25, 25, 39, -1, 25, 45, 64, 64, 91, 116, 65, 91, -1, -1, -1, 12, 11]: [-1, 35, 49, 54, -1, 20, 13, 8, 41, 42, 48, 22, 8, -1, -1, -1, 41, 25]
1071_c1s5_023986_04.jpg: [9, 28, 28, 47, -1, 28, 44, 61, 64, 89, 110, 63, 90, 115, 7, 7, -1, 10]: [30, 35, 22, 20, -1, 47, 52, 58, 28, 39, 55, 42, 29, 21, 27, 34, -1, 41]
0273_c1s1_068956_01.jpg: [11, 27, 27, 45, 58, 27, 47, 64, 64, 90, 109, 65, 93, 114, 8, 8, -1, 8]: [24, 34, 19, 15, 10, 49, 57, 60, 21, 19, 35, 40, 43, 45, 22, 27, -1, 37]
0948_c5s2_121049_03.jpg: [14, 25, 24, 39, 58, 27, 50, 66, 69, 106, 118, 70, 107, -1, 10, 11, 10, 12]: [38, 36, 18, 0, 9, 53, 55, 58, 25, 22, 23, 50, 63, -1, 35, 42, 30, 49]
0466_c5s1_121195_01.jpg: [10, 22, 20, -1, -1, 22, 35, 36, 60, 86, 104, 58, 87, 112, 7, 7, -1, 8]: [19, 25, 11, -1, -1, 38, 55, 38, 21, 37, 55, 37, 31, 31, 17, 23, -1, 33]
0826_c5s2_104727_06.jpg: [-1, 42, 41, 53, -1, 43, 58, 62, 69, 91, 108, 70, 94, 116, -1, -1, -1, 35]: [-1, 33, 41, 49, -1, 26, 25, 16, 42, 34, 46, 30, 28, 35, -1, -1, -1, 20]
0904_c3s2_111278_07.jpg: [-1, 49, 49, 63, 72, 50, 64, 74, 73, 92, 110, 73, 93, 110, -1, -1, 40, 39]: [-1, 32, 43, 52, 56, 21, 15, 16, 40, 38, 36, 26, 29, 33, -1, -1, 39, 28]
0816_c1s4_040281_01.jpg: [10, 24, 23, 43, 55, 25, 44, -1, 63, 89, 116, 63, 86, 111, 7, 8, 9, -1]: [37, 29, 17, 14, 28, 42, 47, -1, 21, 21, 12, 40, 49, 44, 34, 38, 26, -1]
0809_c4s4_047835_02.jpg: [10, 23, 21, 37, 36, 24, 45, 40, 60, 90, 120, 61, 92, 122, -1, 7, -1, 7]: [12, 28, 22, 17, 4, 33, 31, 7, 26, 16, 29, 38, 47, 56, -1, 14, -1, 26]
0494_c5s1_131345_03.jpg: [12, 25, 26, 47, -1, 25, 41, 32, 63, 89, 112, 62, 87, 110, 11, 9, 15, 11]: [27, 32, 20, 19, -1, 44, 49, 31, 28, 28, 33, 44, 48, 47, 24, 28, 21, 33]
0718_c2s2_058282_01.jpg: [12, 24, 25, 42, 57, 22, 39, 54, 62, 90, 118, 62, 86, 99, 9, 9, 9, -1]: [35, 31, 15, 0, 17, 48, 55, 62, 24, 30, 31, 44, 47, 28, 31, 37, 24, -1]
1294_c1s5_070091_01.jpg: [9, 25, 26, 49, 47, 24, 41, 47, 63, 94, 127, 62, 90, 112, 7, 7, 9, 8]: [26, 27, 11, 4, 15, 43, 60, 48, 15, 12, 11, 39, 38, 45, 23, 29, 18, 34]
0670_c2s2_041262_01.jpg: [20, 25, 25, 39, 47, 25, 39, 39, 62, 90, 109, 62, 91, 120, 17, 18, 14, -1]: [43, 34, 18, 4, 18, 48, 58, 49, 22, 22, 17, 40, 39, 38, 42, 46, 35, -1]
0303_c3s1_081992_01.jpg: [-1, 23, 22, 42, 59, 23, -1, -1, 71, 115, -1, 73, -1, -1, -1, -1, 9, -1]: [-1, 24, 37, 40, 52, 11, -1, -1, 34, 57, -1, 10, -1, -1, -1, -1, 36, -1]
0056_c4s1_009076_01.jpg: [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]: [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
0707_c2s2_052737_01.jpg: [12, 28, 28, 47, 67, 27, 46, -1, 62, 88, 118, 64, 92, 116, 9, 9, 10, 12]: [37, 34, 15, 8, 5, 52, 60, -1, 23, 29, 31, 44, 41, 32, 33, 40, 26, 44]
0148_c3s1_024076_04.jpg: [15, 30, 31, 49, 66, 28, 45, 56, 68, 98, 120, 68, 98, 127, 13, 12, 16, 12]: [33, 36, 21, 17, 22, 52, 63, 57, 27, 22, 17, 46, 41, 42, 30, 36, 24, 41]
0943_c6s2_112368_06.jpg: [-1, 43, -1, -1, -1, 41, 66, -1, -1, -1, -1, 88, -1, -1, -1, -1, -1, -1]: [-1, 2, -1, -1, -1, 17, 23, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1]
0637_c1s3_041951_05.jpg: [12, 26, 25, 46, 62, 26, 45, 58, 62, 86, 110, 62, 86, 108, 9, -1, 11, -1]: [53, 39, 30, 22, 22, 48, 51, 56, 29, 27, 29, 40, 35, 32, 50, -1, 40, -1]
0308_c1s2_032916_03.jpg: [-1, 27, 28, -1, -1, 24, 40, -1, 60, 89, 118, 60, 89, 119, -1, -1, -1, -1]: [-1, 35, 22, -1, -1, 49, 60, -1, 27, 36, 37, 45, 34, 29, -1, -1, -1, -1]
0269_c1s1_060181_04.jpg: [13, 25, 24, -1, -1, 27, 44, 51, 58, 84, 110, 61, 86, 115, -1, 10, -1, 12]: [14, 32, 41, -1, -1, 24, 17, 7, 46, 44, 47, 33, 28, 25, -1, 17, -1, 26]
0902_c4s4_051860_03.jpg: [-1, 34, 38, 85, 127, 30, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 4, -1]: [-1, 27, 46, 44, 49, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 56, -1]
0828_c2s2_101882_01.jpg: [16, 27, 28, 45, 58, 26, -1, -1, 67, 95, 123, 66, 93, 121, -1, 13, -1, 11]: [22, 36, 16, 1, 3, 55, -1, -1, 25, 31, 36, 45, 44, 32, -1, 24, -1, 34]
0759_c3s2_098128_01.jpg: [-1, 26, 24, -1, -1, 28, 49, 64, 65, 92, 120, 66, 90, 113, -1, -1, -1, 14]: [-1, 28, 42, -1, -1, 14, 10, 8, 43, 50, 57, 24, 13, 2, -1, -1, -1, 17]
0279_c3s1_061242_01.jpg: [13, 24, 25, 42, 54, 22, 39, 42, 58, 85, 113, 58, 83, 115, 10, 9, -1, 10]: [26, 32, 16, 9, 6, 49, 61, 42, 24, 30, 38, 44, 35, 41, 23, 30, -1, 38]
0605_c4s3_031029_03.jpg: [-1, 28, 28, -1, -1, 29, 46, 60, 63, -1, -1, 63, 89, 115, -1, -1, -1, 14]: [-1, 34, 25, -1, -1, 43, 37, 21, 28, -1, -1, 41, 45, 52, -1, -1, -1, 32]
0002_c6s1_069251_03.jpg: [-1, 25, 25, -1, -1, 24, 37, 47, 58, 84, 101, 57, 84, 113, -1, -1, -1, -1]: [-1, 35, 47, -1, -1, 22, 10, 1, 40, 29, 41, 22, 15, 15, -1, -1, -1, -1]
0606_c1s4_017081_01.jpg: [-1, 24, 24, 45, 61, 24, 44, 58, 62, 86, 108, 61, 87, 113, -1, -1, -1, 13]: [-1, 39, 54, 61, 59, 24, 17, 13, 45, 43, 51, 26, 24, 25, -1, -1, -1, 23]
0303_c3s1_067542_01.jpg: [10, 27, 31, 49, -1, 23, 36, -1, 65, 88, -1, 61, 89, 119, -1, 7, -1, 9]: [13, 29, 15, 9, -1, 41, 61, -1, 37, 41, -1, 50, 18, 37, -1, 16, -1, 27]
0208_c3s1_044726_03.jpg: [-1, 26, 26, 46, 61, 26, 35, -1, 61, 90, 121, 60, 90, 120, -1, -1, 14, -1]: [-1, 27, 39, 47, 56, 15, 0, -1, 36, 32, 23, 20, 29, 24, -1, -1, 37, -1]
1200_c5s3_011940_01.jpg: [12, 25, 25, 65, 89, 23, 32, 19, 62, 90, 111, 59, 87, 116, 8, 9, 9, -1]: [33, 27, 11, 3, 13, 41, 47, 37, 23, 24, 15, 43, 50, 50, 30, 36, 23, -1]
1432_c2s3_048807_04.jpg: [13, 25, 26, 43, -1, 24, 42, 59, 61, 88, 117, 61, 91, 108, 11, 10, 12, 10]: [35, 36, 23, 14, -1, 50, 55, 60, 27, 26, 27, 46, 49, 34, 31, 37, 28, 42]
0757_c6s2_068868_02.jpg: [13, 25, 25, 44, 58, 26, 43, 57, 62, 90, 115, 63, 91, 118, 10, 9, 11, 10]: [34, 34, 18, 12, 4, 50, 63, 51, 22, 18, 32, 41, 33, 26, 31, 37, 26, 42]
0653_c6s2_045018_01.jpg: [12, 23, 21, 39, 40, 24, 40, 39, 57, 88, 122, 58, 89, 118, 9, 9, 10, 10]: [33, 33, 18, 8, 20, 48, 52, 38, 19, 18, 15, 38, 34, 33, 31, 36, 27, 42]
0674_c6s2_039218_01.jpg: [-1, 25, 25, 45, -1, 26, 45, 57, 62, 86, 108, 62, 86, 110, -1, -1, 12, 14]: [-1, 32, 47, 52, -1, 17, 15, 17, 46, 49, 57, 28, 21, 19, -1, -1, 32, 21]
0547_c3s1_157658_07.jpg: [16, 25, 26, 44, 52, 24, 45, 60, 62, 89, 108, 62, 88, 108, -1, 13, -1, 11]: [12, 30, 20, 21, 15, 40, 48, 46, 25, 27, 50, 39, 35, 55, -1, 13, -1, 25]
0534_c3s1_152083_01.jpg: [13, 26, 26, 40, 38, 26, 44, 60, 62, 89, 115, 61, 88, 117, 12, 10, -1, 10]: [21, 31, 17, 7, 0, 45, 53, 63, 25, 30, 47, 40, 36, 35, 19, 24, -1, 32]
0613_c2s2_015212_02.jpg: [15, 25, 24, 40, 56, 26, 43, 58, 62, 88, 115, 63, 90, 101, 12, 13, 11, -1]: [42, 33, 17, 0, 9, 49, 52, 57, 20, 25, 23, 40, 43, 24, 39, 44, 30, -1]
0655_c5s2_037230_03.jpg: [18, 27, 28, 42, 50, 26, 37, 48, 56, -1, -1, 55, -1, -1, 16, 15, 17, 16]: [32, 32, 19, 10, 12, 46, 56, 60, 28, -1, -1, 46, -1, -1, 30, 34, 26, 38]
1281_c2s3_021007_01.jpg: [12, 24, 25, 43, -1, 23, 40, 57, 59, 86, 114, 60, 88, 113, 9, 9, 10, -1]: [37, 27, 12, 0, -1, 43, 49, 53, 18, 26, 24, 36, 34, 29, 33, 38, 23, -1]
1487_c3s3_095719_01.jpg: [15, 26, 25, 44, 58, 27, 46, 64, 64, 87, 114, 65, 89, 103, 12, 11, -1, 12]: [25, 34, 19, 12, 1, 48, 57, 57, 23, 21, 28, 40, 28, 59, 23, 29, -1, 38]
0534_c2s1_151866_01.jpg: [-1, 24, 24, 43, 63, 25, 45, 57, 63, 91, 117, 62, 92, 125, -1, -1, 9, -1]: [-1, 32, 24, 13, 11, 40, 43, 54, 27, 52, 37, 34, 23, 15, -1, -1, 41, -1]
0616_c1s3_047851_01.jpg: [10, 24, 24, 39, 42, 25, 41, 44, 62, 85, 108, 64, 91, 115, 7, 7, 11, -1]: [35, 30, 13, 2, 9, 48, 59, 40, 16, 6, 26, 38, 37, 41, 31, 37, 23, -1]
0657_c5s2_039930_01.jpg: [12, 24, 24, 44, 56, 24, 42, 58, 62, 88, 111, 61, 86, 110, -1, 8, -1, 9]: [28, 31, 16, 12, 13, 47, 59, 58, 26, 28, 25, 44, 50, 52, -1, 30, -1, 34]
1027_c2s2_130327_01.jpg: [-1, 23, 24, 42, -1, 24, 43, 42, 58, 88, 113, 59, 89, 108, -1, -1, -1, 9]: [-1, 33, 46, 50, -1, 21, 22, 7, 45, 28, 27, 30, 28, 60, -1, -1, -1, 19]
1454_c3s3_058028_04.jpg: [-1, 24, 23, 25, 15, 25, -1, -1, 61, 92, 106, 61, 88, 114, -1, -1, -1, -1]: [-1, 31, 18, 26, 36, 43, -1, -1, 26, 30, 8, 42, 42, 42, -1, -1, -1, -1]
0555_c6s2_007443_01.jpg: [14, 25, 24, 41, 60, 26, 44, 56, 65, 95, 122, 65, 91, 117, 11, 11, 10, -1]: [42, 31, 16, 4, 2, 46, 49, 49, 17, 15, 14, 36, 44, 35, 39, 43, 30, -1]
0299_c1s1_067256_02.jpg: [14, 24, 23, 37, 39, 24, 35, 38, 49, 72, 92, 49, 71, 93, 13, 13, 14, 14]: [30, 30, 18, 11, 26, 42, 52, 44, 23, 23, 23, 38, 41, 39, 28, 32, 24, 35]
1001_c5s2_154899_05.jpg: [-1, 24, 24, 38, 46, 25, 40, -1, 50, 71, 93, 53, 72, 87, -1, -1, -1, -1]: [-1, 34, 46, 54, 61, 23, 22, -1, 48, 54, 54, 33, 38, 26, -1, -1, -1, -1]
0225_c5s1_047126_01.jpg: [11, 26, 30, 47, -1, 23, 42, 60, 63, 89, 113, 62, 86, 109, 9, 8, 13, -1]: [24, 27, 15, 10, -1, 40, 45, 50, 23, 25, 29, 40, 45, 49, 21, 25, 15, -1]
0762_c6s2_091943_02.jpg: [-1, 27, 27, 48, 66, 26, -1, -1, 67, 90, -1, 66, 88, 112, -1, -1, 13, -1]: [-1, 28, 21, 19, 23, 36, -1, -1, 27, 19, -1, 40, 44, 47, -1, -1, 28, -1]
1244_c3s3_027628_01.jpg: [-1, 26, 25, 46, 66, 27, -1, -1, 62, 86, 114, 63, 91, 121, -1, -1, 11, 12]: [-1, 27, 44, 54, 63, 10, -1, -1, 38, 54, 44, 15, 17, 23, -1, -1, 34, 16]
0307_c6s1_069751_02.jpg: [-1, 27, 26, 46, 67, 28, 50, 65, 68, 92, 113, 69, 100, 127, -1, -1, 10, 11]: [-1, 30, 48, 56, 59, 12, 0, 0, 44, 44, 37, 24, 25, 25, -1, -1, 38, 22]
0689_c6s2_105268_07.jpg: [-1, 0, 4, 26, 37, 0, 28, 54, 46, 79, 98, 47, 79, 115, -1, -1, -1, -1]: [-1, 25, 15, 18, 9, 35, 38, 33, 21, 27, 51, 29, 26, 19, -1, -1, -1, -1]
0224_c5s1_055848_02.jpg: [-1, 26, 25, 45, 58, 28, -1, -1, 65, 95, 120, 65, 95, 120, -1, -1, 11, -1]: [-1, 32, 41, 47, 59, 23, -1, -1, 43, 41, 38, 33, 35, 37, -1, -1, 36, -1]
0242_c3s1_058717_01.jpg: [14, 28, 29, 47, 61, 27, 46, 60, 67, 93, 115, 66, 90, 109, 12, 11, -1, 11]: [25, 32, 15, 11, 9, 49, 56, 60, 26, 31, 40, 45, 48, 51, 22, 28, -1, 36]
0659_c1s3_052726_01.jpg: [13, 23, 23, -1, -1, 24, 47, 65, 62, 91, 114, 64, 90, -1, -1, 10, -1, 7]: [6, 26, 20, -1, -1, 33, 34, 22, 21, 19, 35, 32, 29, -1, -1, 6, -1, 16]
0818_c4s4_040660_02.jpg: [16, 27, 29, 56, -1, 24, -1, -1, 81, -1, -1, 79, -1, -1, 12, 11, 14, -1]: [23, 27, 6, 4, -1, 50, -1, -1, 21, -1, -1, 50, -1, -1, 18, 26, 8, -1]
1422_c5s3_053040_03.jpg: [38, 47, 48, 61, 71, 47, 60, 71, 74, 92, 103, 74, 95, 112, -1, 36, -1, 37]: [16, 26, 17, 14, 13, 35, 41, 33, 20, 17, 34, 32, 34, 37, -1, 18, -1, 25]
0225_c3s1_054401_04.jpg: [-1, 26, 26, -1, -1, 25, 39, -1, 58, 85, 104, 57, 87, 111, -1, -1, -1, -1]: [-1, 43, 53, -1, -1, 33, 24, -1, 48, 43, 63, 31, 26, 29, -1, -1, -1, -1]
